spa,quz
"a menudo, la mejor manera de dar y la más gratificante es dar de nosotros mismos, de nuestro tiempo y energías.",mana niwashallaqtinchis hukkunata yanapaymi aswan allinqa.
"por ejemplo, una mujer llamada karen vio un auto averiado en el camino.",karen sutiyoq warmin rikurqan huk malograsqa carrota.
"karen se ofreció a llevarlas, aunque el aeropuerto estaba a cuarenta y cinco minutos, y ellas aceptaron su ofrecimiento.",huknin ususinqa manan viajananchu karqan hinan chayllapi qhepakurqan.
la hija que no iba a viajar se quedó esperando ayuda.,apasqanmanta kutimpushaspan karenqa rikurqan chayllapi kashasqanta.
" menos mal, me alegro de que esté bien le contestó karen .","karentaq nirqan: “allinmi chayqa, kusikunin allillan kashasqaykimanta."
"yo voy rumbo a mi salón del reino..., mi iglesia, a ayudar en la jardinería.","ñoqaqa religionniypi huñunakusqayku wasimanmi rishani... t’ikakuna allichaypi yanapakunaypaq ”, nispa."
 ¿es usted testigo de jehová? le preguntó la mujer.,"warmitaq tapurqan: “¿jehová diospa testigonchu kanki? ”, nispa"
"unas semanas después, karen recibió una carta que en parte decía: “mi madre y yo no hemos olvidado su invaluable ayuda.","askha p’unchaykuna qhepamanmi karenqa huk cartata chaskirqan, chaypin nirqan: “mamaywanqa manan qonqaykuchu yanapawasqaykikuta."
gracias a usted alcanzamos nuestro avión.,chayraykun avionwan mana saqechikurqaykuchu.
"mi madre también es testigo, al igual que yo, aunque yo no estoy activa.","mamaypas ñoqapas testigon kayku, ñoqan ichaqa mana allinchu iñiyniypi kashani."
¡pero pronto resolveré eso! ”.,"¡ichaqa kallpachakusaqmi! ”, nispa."
karen estaba feliz de haber podido ayudar a dos hermanas espirituales.,karenqa anchatan kusikurqan iñiqmasinkunata yanapasqanmanta.
"“la carta me hizo llorar ”, comentó.","nirqanmi: “chay cartata leespan waqarqaniraq ”, nispa."
el escritor charles d.,charles d.
warner escribió: “una de las hermosas compensaciones de esta vida es que nadie puede tratar sinceramente de ayudar a otro sin ayudarse a sí mismo ”.,"warner qelqaq runan nirqan: “hukkunata sonqomanta yanapaspaqa kikinchistan yanapakunchis ”, nispa."
"eso se debe a que dios nos creó para que pudiéramos imitar sus hermosas cualidades, no para ser egoístas.","diosqa manan ñoqallanchispaq tukuyta munananchispaqchu kamawarqanchis aswanpas payman rikch’akuqtan, chaymi runakunata yanapanchis ."
este valor es fundamental para cualquier sociedad civilizada.,chhayna kayqa ancha allinpunin.
"la deshonestidad genera miedo, desconfianza y desintegración social.","mana chay kaqtinqa runakunaqa manchasqa, mana hukkunapi confiaspa, t’aqanasqan kawsanku."
¿quién residirá en tu santa montaña?,¿pitaq ch’uya orqoykipi tiyanqa?
el que está andando exento de falta y hablando la verdad en su corazón ”.,"mana huchachanata kawsaqmi, tukuy sonqopuni cheqaqkaqta rimaqmi ”, nispa ."
"en efecto, la honradez, como los demás valores que hemos analizado, es parte de la personalidad y no es algo que se pueda cambiar dependiendo de las circunstancias o la conveniencia.",honrado kaytapas manan maynillanpichu rikuchinanchis aswanpas tukuy ruwasqanchispin.
"¿recuerda a christina, la mujer que encontró la bolsa con efectivo?",hunt’a qolqeyoq bolsata tarikuq cristinamanta yuyarisun.
"pues bien, su corazón no deseaba dinero, sino agradar a dios.",payqa manan qolqetachu munapayarqan aswanpas dios kusichiytan munarqan.
"de modo que cuando regresó el angustiado dueño, le dijo que había encontrado su bolsa.","chayraykun dueño qolqenta maskhamuqtin kutichipurqan, chay runaqa anchatan admirakurqan honrado kasqanmanta."
"el hombre quedó asombrado por su honradez, al igual que el jefe de christina, quien poco después la ascendió a gerente de tienda, un puesto de confianza.",jefenpas confianapaq aswan allin llank’anamanmi churarqan.
"son muy ciertas las palabras de uno pedro tres: diez: “el que quiera amar la vida y ver días buenos, reprima sus labios de hablar engaño ”.","may cheqaqpunin jukniyuq pedro kimsayug: chunka textopi simikunaqa, ninmi: “pipas kawsayta munakun, sumaq p’unchaykunatataq rikuytapas munan chayqa, ama siminpas llullakuchunchu ”, nispa."
"los valores que promueve la biblia reflejan el gran amor que nos tiene nuestro creador, pues nos permiten andar “en el camino de los buenos ”.","allin ruwaykunamanta bibliaq yachachisqanqa kamaqninchis anchata munakuwasqanchistan rikuchin, chaykunan yanapawanchis ‘ allinkunaq ñanninpi purinapaq ’ ."
"seguir su guía es una manera de demostrarle a dios que lo amamos, así como de cosechar muchas recompensas.","diosta kasukuspaqa rikuchinchismi payta munakusqanchista, bendicionninkuna chaskiy munasqanchistapas."
"a quienes respetan las normas de la biblia les espera un futuro maravilloso: vivir en un mundo pacífico, libres de la maldad.","bibliaq nisqanta kasukuqkunaqa kay pachapin thakpi kawsanqaku, chayqa ancha sumaq suyakuymi."
"no cabe duda, los valores de la biblia merecen toda nuestra atención.",chaymi allin ruwaykunamanta bibliaq nisqanta kasukunanchis.
"la supervivencia de la humanidad “bien podría depender de que aceptemos una ética global ”, asegura la publicación counseling and values.",huk qelqan nin: “pachantinpi runakuna allinta kawsanankupaqqa huk allin yachachikuyman hinan kawsananku.
¿y cuál es esa regla?,¿imatan jesús yachachirqan?
"la que enseñó jesucristo y que dice: “todo lo que deseen que los demás hagan por ustedes, háganlo por ellos ”.","kaytan yachachirqan: “imaynatachus runakunaq ruwanasuykichista munankichis, chhaynallatataq qankunapas paykunata ruwaychis ”, nispa."
“la tristeza me consumía sin motivo y sin aviso.,“mana ima raykullan llakiq ñit’isqan tarikuq kani.
“te despiertas y ves la casa hecha un desastre.,“rikch’ariqtiyqa ñoqamantaqa manan imapas sitionpichu kaq.
ni siquiera puedes encontrar tus cosas.,imatapas manan tariqchu kani.
"estas mujeres no están pasando por una enfermedad, sino por una etapa natural en sus vidas después de la cual no podrán tener hijos.","chay warmikunaqa manan onqosqankuraykuchu chhaynata sientekunku, aswanpas kawsayninkupi cambiasqankuraykun, chay qhepamanqa manañan wawayoq kayta atinqakuñachu."
se trata de la transición menopáusica.,chaytan sutichakun “menopausia ” nispa.
"si usted es mujer, ¿se está acercando a esa etapa?",warmikunaqa kaytan tapukunanku: “¿chhaynapi tarikunaypaqñachu kashani?
entonces sería bueno que tanto usted como su familia supieran más del tema.,chhayna kaqtinqa qanpas familiaykipas astawanmi chaymanta yachanaykichis.
así podrán afrontar mejor los retos que presenta este cambio en la vida de una mujer.,chaymi yanapasunki menopausiapi sasachakuykunata atipanaykipaq.
"la transición menopáusica, o perimenopausia, abarca tanto la fase previa a la menopausia (que es la última menstruación de una muje como la menopausia en sí.",killaña warmiq yawarnin mana hamuqtinmi doctorkunaqa ninku “menopausia ” nispa.
" en la mayoría de los casos, la perimenopausia comienza entre los cuarenta y los cincuenta años, pero a algunas mujeres les llega después de los sesenta.","askha warmikunan tawa chunka otaq phichqa. chunka watanpi kashaspanku menopausiamanña haykushanku, wakintaqmi suqta chunka watankupiña."
"por lo general, la menstruación desaparece poco a poco.",chayman haykuspaqa yawarninkun pisi pisimanta manaña hamunñachu.
"debido a desequilibrios hormonales, puede que una mujer comience a tener períodos irregulares, sangre cuando no debe o tenga reglas abundantes.",cuerponku cambiasqanraykun yawarninku mana hamunanpi hamunman otaq nishuta hamunman.
son pocos los casos en los que el ciclo menstrual se detiene de la noche a la mañana.,wakin warmikunallapin yawarninku manaña hampunñachu.
"“cada mujer vive la menopausia de forma diferente ”, dice el libro menopause guidebook (guía de la menopausi.",menopausiamanta rimaq libron nin: “menopausiaqa manan kaqllachu llapa warmikunapaq.
"y añade: “el síntoma más común son los golpes de calor, también llamados sofocos ”, a veces seguidos de escalofríos.","chhaynapi tarikuqkunataqa hump’in hoqarin, mayninpitaq chiri hump’iwan ima ”, nispa."
estos síntomas afectan el sueño y son agotadores.,chayraykun mana puñuytapas atinkuchu sayk’usqataqmi sientekunkupas.
¿por cuánto tiempo se sufren?,¿hayk’a tiempon chhaynata sientekunkuman?
según the menopause book (el libro de la menopausi “a algunas mujeres les dan unos cuantos sofocos durante un año o dos .,huk libroq nisqan hina “wakin warmikunaqa huk otaq iskay watan .
"debido al desequilibrio hormonal, la mujer también puede deprimirse y sufrir cambios de humor; por eso llora con facilidad.","cuerponku cambiasqanraykun menopausiapi tarikuq warmikunataqa llaki onqoy hap’inman otaq ratolla caracterninku cambianman, chayraykun imamantapas ratolla waqanku."
"además, tal vez le cueste concentrarse o recordar las cosas.","chaymantapas sasatan imatapas yuyarinkuman, yaqapaschá mana tukuy yuyayninkuwanchu imatapas ruwanqaku."
"o puede que esté experimentando pocos síntomas, si acaso.",otaq yaqapaschá wakillan chaykunamanta hap’inqa.
"sea como sea, “es poco probable que se tengan todos los síntomas a la vez ” (the menopause boo.","huk libroq nisqan hina “manan tukuy chaykunachu hukllapi hap’inqa ”, nispa."
algunos síntomas se pueden aliviar con unos sencillos cambios en el estilo de vida.,aswan allin sientekunaykipaqqa imayna kawsasqaykipin cambianayki.
"por ejemplo, dejar el tabaco ayuda a reducir la frecuencia de los sofocos.",mana fumayqa pisiyachinmi hump’i hoqariyta.
"muchas mujeres han disminuido o eliminado el consumo de cosas como el alcohol, la cafeína, el picante o el azúcar, que contribuyen a que aparezcan los sofocos.","askha warmikunan pisillata otaq mana malliykunkupaschu alcoholta, cafeinata, hayakunata, azucartapas, chaykunaqa hump’itan hoqarichikun."
"además, es importante mantener una alimentación equilibrada.","chaymantapas allintan alimentakunayki, chayqa ancha importanten."
el ejercicio también es importante.,ejercicio ruwaypas ancha allinmi.
fortalece los huesos y la salud en general y reduce la aparición de síntomas como el insomnio y los cambios de humor.,"cuerponchista tullunchistan yanapan allin kananpaq, hinaspapas yanapawallanchistaqmi allinta puñunapaq, caracterninchis allin kananpaqpas."
¿en qué sentido “enriquece ” la bendición de jehová?,¿imaynapin jehová diospa saminchaynin ‘ qhapaqyachin ’?
"ronna, a quien citamos antes, comenta: “no hay necesidad de sufrir callada.",ñawpaqpi rimasqanchis roxanan nin: “manan ch’inllaqa kanachu.
"si se habla del asunto con los seres queridos, sabrán qué es lo que le está pasando a una y se sentirán más tranquilos ”.","familiaykiman willakunki chayqa paykunan yachanqaku imaynapi tarikusqaykita, thaktaqmi sientekunqakupas ”, nispa."
incluso serán más pacientes y comprensivos con usted.,"chaymantapas pacienciayoqmi kanqaku, entiendesunkikun imayna sientekusqaykitapas."
como dice la biblia: “el amor es paciente y bondadoso ”.,"biblian nin: “pipas kuyakuyniyoqqa munakuyniyoqqa pacienciakuqmi, imapas qokuykuqmi ”, nispa."
"la oración también ha sido de gran ayuda para muchas mujeres, incluidas las que se sienten tristes por haber perdido la facultad de tener hijos.","diosman mañakuypas anchatan yanaparqan askha warmikunata, hinallataq mana wawayoq kayta atisqankumanta llakikuqkunatapas."
la biblia asegura: “dios nos consuela en todos nuestros sufrimientos ”.,"biblian nin: “diosmi tukuy llakikuyniykupi sonqochawanku ”, nispa."
recuerde que la transición menopáusica es temporal; eso la ayudará a sobrellevarla.,menopausia huk tiempolla kasqanta yachaymi yanapasunki allillan kanaykipaq.
"y si sigue cuidando su salud una vez pasada esta etapa, se sentirá con energías renovadas y disfrutará por muchos años de una buena calidad de vida.","saludniykita allinta cuidanki chayqa menopausia pasaruqtinqa kallpayoqmi sientekunki, askha watakunataq allinta kawsanki."
se han cambiado los nombres.,sutikunan cambiakurqan.
según los médicos se puede decir que la menopausia ha tenido lugar una vez que la mujer lleva doce meses sin menstruación.,wakin hampikunapas onqoykunapas hump’itan hoqarichikun.
sería bueno tener en cuenta estos factores antes de concluir que los sofocos se deben a la menopausia.,chaymi reparanayki menopausiayoq kasqaykiraykuchus icha manachus hump’i hoqarisqasuykita.
"para que sus pacientes sobrelleven mejor la transición menopáusica, algunos médicos les recetan hormonas, suplementos alimenticios o antidepresivos.","wakin doctorkunaqa hormona nisqakunata, vitaminakunata, mana llaki onqoywan kanapaq pastillakunatan recetanku menopausiapi allillan kanankupaq."
¡despertad!,kay ¡rikch’ariy!
no recomienda ningún producto o terapia en particular.,qelqaqa mana mayqen ruwanaykitapas nitaq mayqen hampitapas rantinaykipaqchu nishasunki.
¿qué significan estas palabras?,¿ima ninanmi chay nisqan?
se refieren a nuestro estado mental y emocional.,chayqa imayna yuyaykusqanchismanta imayna sientekusqanchismantan rimashan.
"el “afligido ” se concentra en el lado negativo de las cosas, y por eso sus días“ son malos ”, o deprimentes.","llakisqa kaqqa mana allinkunallapin yuyaykun, chaymi llapa p’unchayninkunaqa “llakiyllapuni ”."
"en cambio, el que es “alegre de corazón ” trata de ser positivo.",kusisqa kaqmi ichaqa kallpachakun allin kaqkunallapi yuyaykunanpaq.
"esa actitud lo ayuda a estar contento, como si siempre estuviera celebrando “un banquete ”.","chaymi yanapan kusisqalla kananpaq, chayraykun kawsayninqa ‘ sapa p’unchaypas fiestapi ’ kashanman hina."
todos tenemos problemas que nos impiden ser completamente felices.,"llapanchispas sasachakuyniyoqmi kanchis, chaymi mana lliwpichu kusisqa kasun."
"sin embargo, podemos mantener un espíritu alegre aunque estemos pasando por malas rachas.",ichaqa atisunmanmi kusisqa kayta sasachakuykunapiña tarikusunman chaypas.
fíjese en lo que dice la biblia:,biblian kaykunata yachachin:
no permita que las preocupaciones del mañana lo abrumen hoy.,ama paqarin p’unchaykunapaq sasachakuykunawanqa ñit’ichikuychu.
jesucristo dijo: “no se preocupen por lo que pasará mañana .,jesucriston nirqan: “ama llakipakuychischu paqarinmantaqa .
recuerden que ya tenemos bastante con los problemas de cada día ”.,"sapa p’unchay llakikuyqa chay p’unchayllapaq kachun ”, nispa."
cuando alguien conduce un auto no se queda mirando el espejo retrovisor; solo le echa un vistazo de vez en cuando.,"pipas huk carrota manejaspaqa manan espejonta qhawarayaspachu kashan, aswanpas maynillanpin qhawarin."
